Price,Close,High,Low,Open,Volume
Ticker,BITO,BITO,BITO,BITO,BITO
Date,,,,,
2021-10-20,12.425007820129395,12.61735486544039,12.086248267608855,12.120699171184942,29871900
2021-10-21,11.721652030944824,12.284336973850824,11.601076060242308,12.244145348663203,20499700
2021-10-22,11.342700004577637,11.85744302997657,11.167579504684085,11.84509752042852,11914400
2021-10-25,11.64987850189209,11.859161835319608,11.635523414375642,11.744615727691999,7522900
2021-10-26,11.500598907470703,11.669978709708648,11.480503091539068,11.612561623415477,6142400
2021-10-27,10.92642593383789,11.008244893678727,10.765658374528085,10.929296294209761,6527000
2021-10-28,11.35992431640625,11.449781612801525,10.719726534733311,11.394374121682311,7176600
2021-10-29,11.595332145690918,11.69007046947376,11.295329643990826,11.32260190178391,7049000
2021-11-01,11.348440170288086,11.497724113260128,11.08719354387189,11.448920315918631,6042100
2021-11-02,11.764715194702148,11.891031900097817,11.647010668383075,11.698685933122157,6106400
2021-11-03,11.5982027053833,11.701552102699845,11.227863805796078,11.53217237231696,5160000
2021-11-04,11.282411575317383,11.540787855991809,11.184802879855885,11.433131254900728,4282300
2021-11-05,11.270931243896484,11.440311056377507,11.202031612289908,11.37141142477093,3022000
2021-11-08,12.218305587768555,12.321654993736432,12.048925843206966,12.100601093760634,8171800
2021-11-09,12.436491966247559,12.588646296978869,12.215436920669408,12.542712852127547,7763000
2021-11-10,12.146535873413086,12.714962597319957,12.011605915896652,12.608740628784236,9954400
2021-11-11,11.948445320129395,12.09629352303745,11.899641526801831,11.934091327688312,3247200
2021-11-12,11.80490779876709,11.853712706224226,11.469019645365023,11.736008170185059,7672600
2021-11-15,11.738875389099121,12.017347475845854,11.692941950628072,11.997251664960991,6204300
2021-11-16,10.972360610961914,11.299636487466165,10.883364097382529,11.173318713980645,8119300
2021-11-17,11.107291221618652,11.16470830089921,10.916667920186017,11.092937225583439,7245800
2021-11-18,10.653698921203613,10.909203781926374,10.409676600576685,10.854658157267046,11930400
2021-11-19,10.62498664855957,10.734078960320462,10.596278664214843,10.622116288180859,6827900
2021-11-22,10.246036529541016,10.757047241295238,10.223070358921005,10.72116170990062,10940500
2021-11-23,10.62498664855957,10.636470280353223,10.39531948838354,10.47283236028159,6421000
2021-11-24,10.533123016357422,10.535994472756583,10.254651978324468,10.286231427876803,5460200
2021-11-26,9.887181282043457,10.013499054290737,9.852731478312158,9.990531788376863,5211600
2021-11-29,10.642212867736816,10.790636026823947,10.395320241972302,10.478574935802564,6690000
2021-11-30,10.504412651062012,10.866138320748682,10.329291085010874,10.69704659274616,6746800
2021-12-01,10.358000755310059,10.828818772344231,10.340775305245556,10.719726445548162,6683000
2021-12-02,10.418290138244629,10.501544853099919,10.223072714858315,10.32642324431457,4670600
2021-12-03,9.72928524017334,10.369482998291335,9.384783914669342,10.352258643856826,14049100
2021-12-06,8.913968086242676,9.023060436553406,8.710138478005625,8.816359371783557,8017300
2021-12-07,9.224018096923828,9.49674837822285,9.163730114211814,9.313013521617684,5064600
2021-12-08,9.258471488952637,9.344596586100934,9.090527385242451,9.172346391804338,6224900
2021-12-09,8.67281436920166,8.954157332173395,8.612526943431106,8.945544608104866,7156600
2021-12-10,8.827841758728027,9.066121693239682,8.61539945365726,9.034542246685305,8618700
2021-12-13,8.486210823059082,8.735974377570619,8.316831060848106,8.713007657994714,9171400
2021-12-14,8.704395294189453,8.718749836751458,8.449464313014255,8.537886433458857,7042600
2021-12-15,8.971384048461914,9.02018839958834,8.471857450351933,8.681428850307245,9616800
2021-12-16,8.715879440307617,8.905355032699536,8.64984963578268,8.868033767415461,5015400
2021-12-17,8.408699035644531,8.618270433901793,8.262285983451564,8.477599198870077,6895200
2021-12-20,8.549370765686035,8.595304210495952,8.276640458003532,8.319702994066597,4705400
2021-12-21,8.853679656982422,8.905354917433149,8.791095162712768,8.856550565626334,3273900
2021-12-22,8.925451278686523,8.964207726405487,8.822100751435952,8.873776015061239,3629600
2021-12-23,9.284303665161133,9.356074719747987,8.819226990507648,8.836452437858672,5727700
2021-12-27,9.318755149841309,9.485264552259737,9.264209532741953,9.327368422644057,4773700
2021-12-28,8.681427955627441,8.945545496697857,8.595015422536266,8.916836961187421,7170700
2021-12-29,8.580949783325195,8.730233754770223,8.52927452031962,8.609658323613834,4398600
2021-12-30,8.55798053741455,8.694345652902953,8.537884729408415,8.563722353293363,4659800
2021-12-31,8.296734809875488,8.747456999892057,8.282380816240087,8.715878104380225,5522200
2022-01-03,8.311091423034668,8.575209023786728,8.273770154166828,8.540758663875636,5205600
2022-01-04,8.388601303100586,8.632623016830543,8.239317914321434,8.517789430242837,6253900
2022-01-05,7.9350104331970215,8.489083258660932,7.89883796656065,8.400087272739906,10718700
2022-01-06,7.831658363342285,7.889074883526375,7.693857510247046,7.751274578000874,6675300
2022-01-07,7.581893444061279,7.636439593696367,7.335000864463171,7.573280721202168,9618100
2022-01-10,7.553188323974609,7.616347224970637,7.142657657779973,7.200074740945474,12742500
2022-01-11,7.754147529602051,7.814434973818401,7.461321392514359,7.4900299339568575,8372200
2022-01-12,7.929269790649414,7.970896604210577,7.843144159250267,7.940752879627344,6993300
2022-01-13,7.73979377746582,8.044103581312518,7.647926873500757,8.01539503693095,6406900
2022-01-14,7.8000807762146,7.860368218879975,7.619217900648602,7.650796802610045,7138100
2022-01-18,7.544575214385986,7.567541935305905,7.455578691697708,7.504383042098763,5490100
